epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
256,635.994,0.29297,0.21431,0.90016,0.92691,0.95948,0.95896,0.69335,0.93759,0.45555,1.32631,0.00026422,0.00026422,0.00026422
257,638.491,0.27392,0.19681,0.87959,0.93415,0.95001,0.9531,0.69048,0.94592,0.4528,1.33026,0.000258718,0.000258718,0.000258718
258,640.977,0.28204,0.19783,0.89216,0.93026,0.95071,0.95329,0.6936,0.94916,0.45806,1.33407,0.000253217,0.000253217,0.000253217
259,643.447,0.29553,0.20075,0.89838,0.94137,0.93359,0.95267,0.69378,0.93548,0.45426,1.32754,0.000247716,0.000247716,0.000247716
260,645.919,0.30593,0.21717,0.90479,0.93234,0.93445,0.95242,0.69716,0.93285,0.45873,1.32132,0.000242215,0.000242215,0.000242215
261,648.39,0.27952,0.20208,0.89184,0.94278,0.94264,0.95868,0.69851,0.92721,0.46025,1.31101,0.000236714,0.000236714,0.000236714
262,650.869,0.27188,0.2026,0.88876,0.9378,0.94265,0.95979,0.69976,0.9249,0.46259,1.30323,0.000231213,0.000231213,0.000231213
263,653.345,0.27755,0.21375,0.88561,0.93863,0.94303,0.95982,0.70287,0.92295,0.45639,1.30125,0.000225712,0.000225712,0.000225712
264,655.799,0.29121,0.20946,0.88694,0.9372,0.94338,0.95885,0.70298,0.92369,0.45099,1.30308,0.000220211,0.000220211,0.000220211
265,658.268,0.25905,0.18941,0.89079,0.92853,0.95826,0.95864,0.70221,0.93079,0.44884,1.31018,0.00021471,0.00021471,0.00021471
266,660.755,0.27314,0.19549,0.88889,0.93177,0.95779,0.9583,0.7058,0.92635,0.44027,1.30351,0.000209209,0.000209209,0.000209209
267,663.238,0.25493,0.18524,0.88258,0.93577,0.95812,0.95825,0.70444,0.9249,0.44244,1.29841,0.000203707,0.000203707,0.000203707
268,665.718,0.26686,0.19399,0.88783,0.93583,0.95948,0.9584,0.704,0.92498,0.45418,1.29852,0.000198206,0.000198206,0.000198206
269,668.192,0.28014,0.20197,0.88228,0.93576,0.95948,0.95816,0.70275,0.92676,0.45073,1.29992,0.000192705,0.000192705,0.000192705
270,670.682,0.27536,0.19953,0.87869,0.93637,0.95948,0.95903,0.70248,0.93975,0.45941,1.31488,0.000187204,0.000187204,0.000187204
271,673.173,0.27204,0.19981,0.88408,0.93544,0.95948,0.95884,0.69949,0.94436,0.46171,1.32781,0.000181703,0.000181703,0.000181703
272,675.645,0.26671,0.19464,0.88437,0.93457,0.95948,0.95857,0.69875,0.94403,0.45766,1.33306,0.000176202,0.000176202,0.000176202
273,678.108,0.27301,0.19677,0.87681,0.94347,0.95867,0.95836,0.69985,0.94071,0.45352,1.32724,0.000170701,0.000170701,0.000170701
274,680.618,0.27543,0.19624,0.8843,0.93497,0.95071,0.95078,0.7036,0.93393,0.44271,1.31816,0.0001652,0.0001652,0.0001652
275,683.092,0.26724,0.19578,0.88629,0.92951,0.94853,0.95062,0.70387,0.92828,0.44361,1.31187,0.000159699,0.000159699,0.000159699
276,685.564,0.26398,0.18774,0.88511,0.91812,0.94521,0.95033,0.70406,0.927,0.44545,1.31399,0.000154198,0.000154198,0.000154198
277,688.042,0.25917,0.19685,0.88439,0.90888,0.95071,0.95059,0.70445,0.93271,0.45763,1.32361,0.000148696,0.000148696,0.000148696
278,690.512,0.27057,0.20077,0.88444,0.90633,0.95007,0.95158,0.70183,0.93282,0.45858,1.32313,0.000143195,0.000143195,0.000143195
279,693.017,0.26781,0.18989,0.88468,0.9057,0.94678,0.95221,0.70432,0.93648,0.45714,1.32732,0.000137694,0.000137694,0.000137694
280,695.522,0.26157,0.19762,0.88319,0.90617,0.94614,0.95261,0.69895,0.94324,0.46241,1.33252,0.000132193,0.000132193,0.000132193
281,698.041,0.26868,0.1992,0.87868,0.90628,0.94827,0.95303,0.69595,0.94673,0.46738,1.33544,0.000126692,0.000126692,0.000126692
282,700.507,0.25531,0.19394,0.87446,0.9066,0.94862,0.9528,0.69533,0.94073,0.46831,1.32864,0.000121191,0.000121191,0.000121191
283,703.026,0.26544,0.19477,0.883,0.90736,0.94822,0.95288,0.69449,0.93364,0.4695,1.32162,0.00011569,0.00011569,0.00011569
284,705.538,0.26294,0.1841,0.8832,0.90831,0.9498,0.95286,0.6967,0.93295,0.46805,1.32075,0.000110189,0.000110189,0.000110189
285,708.012,0.26746,0.18832,0.88138,0.90875,0.95071,0.95268,0.69698,0.92986,0.46565,1.31752,0.000104688,0.000104688,0.000104688
286,710.493,0.25225,0.18566,0.88552,0.90903,0.95071,0.95221,0.69732,0.93225,0.46209,1.31834,9.91865e-05,9.91865e-05,9.91865e-05
287,712.978,0.25786,0.19004,0.88348,0.9097,0.95071,0.95198,0.70019,0.93283,0.46132,1.31918,9.36854e-05,9.36854e-05,9.36854e-05
288,715.493,0.25565,0.19186,0.86888,0.91491,0.95071,0.95193,0.7015,0.9339,0.45793,1.32162,8.81843e-05,8.81843e-05,8.81843e-05
289,717.988,0.26443,0.19438,0.8854,0.91451,0.95071,0.95177,0.70105,0.93304,0.45968,1.32139,8.26832e-05,8.26832e-05,8.26832e-05
290,720.453,0.25194,0.18614,0.88371,0.90997,0.95071,0.95158,0.70465,0.93036,0.465,1.31982,7.71821e-05,7.71821e-05,7.71821e-05
291,741.199,0.29237,0.23121,0.86586,0.88965,0.95071,0.95115,0.69839,0.92779,0.48268,1.32311,7.1681e-05,7.1681e-05,7.1681e-05
292,743.68,0.28588,0.21767,0.86538,0.89294,0.95071,0.94974,0.69478,0.92155,0.48976,1.32774,6.61799e-05,6.61799e-05,6.61799e-05
293,746.156,0.28085,0.20179,0.86507,0.88406,0.94994,0.94925,0.68959,0.92186,0.49435,1.33146,6.06788e-05,6.06788e-05,6.06788e-05
294,748.695,0.26607,0.20425,0.85766,0.88191,0.94998,0.94791,0.69095,0.92744,0.49939,1.34021,5.51777e-05,5.51777e-05,5.51777e-05
295,751.134,0.26919,0.19419,0.85596,0.88042,0.94953,0.947,0.68533,0.93241,0.49834,1.34971,4.96766e-05,4.96766e-05,4.96766e-05
296,753.602,0.27048,0.19124,0.84506,0.87982,0.9496,0.94623,0.67859,0.93437,0.49878,1.35381,4.41755e-05,4.41755e-05,4.41755e-05
297,756.053,0.26214,0.19279,0.84772,0.87938,0.94898,0.94625,0.6757,0.93714,0.49709,1.36227,3.86744e-05,3.86744e-05,3.86744e-05
298,758.498,0.26661,0.18985,0.86054,0.87901,0.94838,0.94618,0.67635,0.93629,0.49701,1.36315,3.31733e-05,3.31733e-05,3.31733e-05
299,760.942,0.26314,0.1954,0.84725,0.88082,0.94194,0.94645,0.6763,0.93344,0.49349,1.35905,2.76722e-05,2.76722e-05,2.76722e-05
300,763.406,0.26109,0.19344,0.85631,0.88086,0.94194,0.94658,0.67893,0.93001,0.49215,1.35538,2.21711e-05,2.21711e-05,2.21711e-05
